RAI,L10SLA,WSG,MaxH,L10SM
Rare,,-1.914069106,0.709300677,-0.728661797
Rare,,2.530249738,-0.462961755,-1.162175499
Rare,-0.739982121,-2.140057685,0.443907864,-0.349064148
Rare,,1.105434849,0.154018469,-0.366815952
Rare,-0.512385667,-0.209408532,0.265083219,-0.433803456
Rare,,1.429676687,0.651085787,-0.448168478
Rare,-0.453766315,0.072551229,-0.475301366,-0.486998713
Rare,,-0.806545674,-0.438033489,-0.523634686
Rare,-0.348872095,-0.997853163,0.116999655,-0.55798185
Rare,0.206254703,1.200266946,1.128847234,-0.577258126
Rare,,-0.119734694,0.464976505,-0.70754077
Rare,-0.963807153,1.141945817,-0.266462055,-0.729207848
Rare,0.707241671,0.001686794,-0.343376787,-0.911886446
Rare,,-1.40560861,0.45030391,-1.107847729
Rare,,-0.065769725,-0.002913258,-1.213618644
Rare,1.671491683,-1.509339227,-0.967123198,-1.672987128
Rare,,-0.089792791,-0.657680723,-1.891366305
Rare,0.828685482,-0.841519694,0.53251152,-2.351167837
Rare,-1.170539685,-1.158565248,-0.685074645,
Rare,,0.271181448,0.561868325,
Rare,,1.134956314,0.561868325,
Rare,,0.740290744,-0.561360013,1.020973205
Rare,-2.431641812,0.556530323,0.265083219,0.326625116
Rare,,0.781250612,-0.715320475,0.326625116
Rare,,1.064126969,-0.08929049,0.354315591
Rare,,-0.897700685,0.166402669,0.21885559
Rare,0.038247443,0.090924473,0.339112544,-0.190106169
Rare,-1.07794585,0.556530323,-0.708924428,-0.377102624
Rare,-1.00068248,0.244728591,0.314433329,-1.962700083
Rare,,-0.827353825,0.265083219,-2.073051318
Rare,,0.090924473,0.265083219,2.106808199
Rare,,1.072492319,0.141678864,1.694724788
Rare,,-1.40560861,-1.585863637,1.521349855
Rare,-0.231265504,0.27151287,0.072026479,1.506937387
Rare,,-0.51299275,0.758705749,1.243977412
Rare,,0.740290744,-0.054933701,1.020973205
Rare,,0.740290744,-0.870168714,1.020973205
Rare,,1.546684922,-0.574018121,0.978543186
Rare,-1.743176293,1.553186732,-0.708924428,0.901840832
Rare,,-0.390215797,-0.524659785,0.922802895
Rare,-1.751318878,0.473882427,-0.054933701,1.177560881
Rare,,-0.443519831,-0.86029703,0.52373338
Rare,,-0.917444758,0.265083219,0.502101722
Rare,-2.265859305,-0.798753361,-1.042923179,0.500604069
Rare,,-0.798753361,-1.240356853,0.500604069
Rare,,-0.433407754,0.191037283,0.481069731
Rare,-0.450418374,1.080991469,0.160630135,0.370297408
Rare,,-0.155599431,-1.709261828,0.438707926
Rare,0.438518489,0.781597989,0.265083219,0.326625116
Rare,,0.556530323,0.20954671,0.326625116
Rare,,0.556530323,-1.23769778,0.326625116
Rare,0.589840267,-2.527125327,0.433719725,0.339595278
Rare,0.729120842,0.565906381,-0.685074645,0.210236686
Rare,1.618991187,0.244728591,0.193073325,0.170625595
Rare,,1.349692897,0.795505721,0.211894081
Rare,,0.608795537,-0.73961286,0.211031171
Rare,,-0.794798059,-0.04340725,0.198197071
Rare,-0.771657335,0.051941901,-0.856348357,0.126291245
Rare,-0.011168721,0.16358244,0.160630135,0.096961655
Rare,-0.799382734,-0.40305232,0.072026479,0.093132502
Rare,-3.23754938,-0.890849984,-0.343376787,0.0823643
Rare,,-0.588557747,1.029467665,0.054127277
Rare,,0.473882427,0.573565371,0.043952212
Rare,0.801362123,1.336268536,-1.215677643,0.010147077
Rare,,-0.95401025,0.573565371,-0.003093773
Rare,-1.107167532,-1.247569725,-1.087201859,-0.032835472
Rare,,1.283360656,-1.215677643,-0.357950421
Rare,,-0.897412178,-1.215677643,-0.410005633
Rare,-0.537209097,-0.220314703,-0.343376787,-0.448082871
Rare,-1.441183852,0.04115701,-0.343376787,-0.448082871
Rare,,0.04115701,-0.715320475,-0.448082871
Rare,0.415025403,-0.385251294,0.443907864,-0.529161586
Rare,0.249353923,0.512989352,-0.771451877,-0.550734874
Rare,,0.03543302,-1.005904365,-0.601617719
Rare,,-0.997728472,-1.215677643,-0.750952688
Rare,0.07153157,2.201988727,0.416633299,-0.911152521
Rare,,-1.40560861,-0.388924134,-1.107847729
Rare,,0.211476577,,-1.520304436
Rare,,-0.804418608,-0.715320475,-1.790377341
Rare,0.735025793,-1.549813144,-0.968881397,-1.891366305
Rare,-0.46264835,1.20940233,-0.685074645,-2.000664311
Rare,,-0.765537396,1.646269363,-2.098590396
Rare,,,,
Rare,,0.740290744,0.774481833,1.01105457
Rare,,-1.239513156,0.573565371,0.997322419
Rare,-1.584419749,0.541338946,-0.574018121,0.042241367
Rare,-1.203644085,1.35085423,0.215716533,0.308997897
Rare,-1.411348205,-1.431764169,0.018282825,0.24282411
Rare,-1.254704352,0.001686794,-0.719993147,-0.082142418
Rare,,1.35085423,1.515967833,-0.202236774
Rare,,-0.61457443,1.326280907,-0.383388609
Rare,1.456997775,-1.000042514,2.110541919,-0.580657511
Rare,0.722008295,-0.730717113,0.265083219,-0.608706621
Rare,-0.658616212,0.616570524,0.310422957,-0.696316708
Rare,-0.415134231,-0.259063495,0.511867141,-0.779963084
Rare,,1.541467206,1.515967833,-0.80668121
Rare,,-1.40560861,-0.467389857,-1.107847729
Rare,0.747311489,-1.40560861,0.428972904,-1.686335925
Rare,,-1.657743574,-0.314886443,-1.73313441
Rare,0.970982616,1.215904849,0.111829669,-1.921551885
Rare,-0.985532491,-0.9893572,3.07851174,1.432549773
Rare,-1.299413693,-0.133423184,1.128847234,0.940697811
Rare,,0.090924473,1.646269363,0.633741552
Rare,-1.158868475,0.333151329,0.279806749,0.528424757
Rare,-0.442663077,1.35085423,-0.715320475,0.520107517
Rare,,0.556530323,0.511867141,0.326625116
Rare,-1.087859447,0.215861242,-0.567848401,0.241792126
Rare,-0.967148591,-0.72009796,0.45030391,-0.031000631
Rare,0.79100785,-0.635665809,-0.475301366,-0.10286107
Rare,-1.215995392,1.514961369,0.265083219,-0.419273407
Rare,-1.228163115,-0.73966035,0.573071442,-0.747550925
Rare,0.936491452,0.251275914,0.53251152,-1.764153139
Rare,,0.975245585,0.511867141,1.955465018
Rare,,0.975245585,1.080125987,1.955465018
Rare,,0.975245585,0.346551356,1.955465018
Rare,-1.080857211,-1.089422401,0.339112544,1.918766977
Rare,-1.604584165,0.986551972,0.265083219,1.952049207
Rare,,-0.944601366,-0.364227249,2.102100598
Rare,,-0.944601366,-0.474191644,2.102100598
Rare,,-0.268139276,1.622431424,1.760200909
Rare,0.039328577,0.090924473,2.362807763,1.73013859
Rare,1.797557668,1.072492319,-0.968881397,1.694724788
Rare,,1.072492319,-0.376584529,1.694724788
Rare,,1.148447619,1.515967833,1.692256303
Rare,,0.872179806,0.783338304,1.690372717
Rare,,-0.938657081,1.313941303,1.622294208
Rare,,-0.268139276,-1.024457566,1.587000821
Rare,-0.408575413,2.145856475,2.732995834,1.506937387
Rare,-3.76201312,0.810225414,0.443907864,1.506937387
Rare,,0.810225414,-0.054933701,1.506937387
Rare,0.18560122,1.274366455,1.515967833,1.544034536
Rare,-0.144358076,-1.568375645,0.191037283,1.434704167
Rare,,0.891310248,-0.524659785,1.398128355
Rare,,0.891310248,2.362807763,1.427876362
Rare,,-0.605421288,0.462508584,1.427876362
Rare,,0.501804573,1.515967833,1.363403461
Rare,1.004797746,-1.791532261,1.054809606,1.34269379
Rare,,2.234401703,-0.376584529,1.320697014
Rare,,-1.428543305,0.61058384,1.313930721
Rare,-1.151844408,0.573300486,-0.343376787,1.296865979
Rare,,-0.971795096,1.975017586,1.310838988
Rare,,-0.411335779,-0.303194488,1.242950364
Rare,,-0.411335779,0.774481833,1.242950364
Rare,,0.338969389,-0.272934301,1.22846722
Rare,,1.283360656,2.116015603,1.22846722
Rare,,1.156861535,-1.709261828,1.227297001
Rare,,1.156861535,1.646269363,1.227297001
Rare,,1.156861535,0.629093247,1.227297001
Rare,,1.170787604,1.515967833,1.222456185
Rare,-0.578586623,-0.815532827,-0.648054198,1.194930164
Rare,,-1.744562701,1.09182842,1.245430569
Rare,,1.013534579,0.621788256,1.159404321
Rare,,0.204445995,-1.058899878,1.136722709
Rare,1.517097441,0.090924473,0.079980841,1.108262879
Rare,,-2.109702252,-0.715320475,1.108262879
Rare,0.664863732,-0.393608407,2.424505724,1.096864522
Rare,,1.161532583,,1.082373379
Rare,-0.943134678,-0.214174067,0.388470957,1.078738161
Rare,,0.090924473,0.635350133,1.090835771
Rare,,0.090924473,0.490540705,1.057978341
Rare,-1.580243099,1.059255589,0.511867141,1.047875986
Rare,,-0.537038777,0.265083219,1.043433161
Rare,0.756561511,-0.02919779,-0.387023275,1.020973205
Rare,0.352085428,0.740290744,-1.215677643,1.020973205
Rare,-0.013815578,0.740290744,-1.585863637,1.020973205
Rare,,0.740290744,-1.585863637,1.020973205
Rare,,0.740290744,-0.561360013,1.020973205
Rare,,0.740290744,-0.708924428,1.020973205
Rare,,0.740290744,0.635350133,1.020973205
Rare,,0.740290744,-0.524659785,1.020973205
Rare,,0.740290744,-1.61053386,1.020973205
Rare,,0.740290744,-0.03107189,1.020973205
Rare,,0.740290744,-0.660390244,1.020973205
Rare,,0.740290744,-0.228509274,1.020973205
Rare,,0.740290744,-0.586357767,1.020973205
Rare,,0.740290744,-1.709261828,1.020973205
Rare,,1.485730213,0.388470957,1.020973205
Rare,,0.740290744,0.110829853,1.020973205
Rare,,0.740290744,-1.339073689,1.020973205
Rare,,0.740290744,-1.042923179,1.020973205
Rare,,0.740290744,0.561868325,1.020973205
Rare,,-0.605421288,-0.635716226,1.020973205
Rare,,0.740290744,-0.968881397,1.020973205
Rare,,0.740290744,-0.03107189,1.020973205
Rare,,-1.030397947,0.265083219,0.997322419
Rare,,-0.524474054,0.548885817,0.997322419
Rare,0.402736351,0.754951272,-0.228509274,0.994314259
Rare,-1.40316735,0.329525477,-0.277867693,0.987772723
Rare,,-1.263122444,0.651085787,0.981258192
Rare,,0.102931949,-0.789961284,1.032704357
Rare,-1.00914189,-0.150090374,-0.813406533,0.958364721
Rare,,-0.064055689,1.591582407,0.953958793
Rare,,0.393956672,0.943753164,0.937803615
Rare,,1.573429415,0.018282825,0.923294465
Rare,-0.499396813,-0.716671447,-0.888678121,0.889142189
Rare,,0.406425916,-0.373677299,0.876840195
Rare,,0.380005436,-1.215677643,0.936994655
Rare,,0.380005436,-1.48036216,0.936994655
Rare,2.006484511,0.211382524,1.770506674,0.922802895
Rare,-0.338671618,-0.390215797,-0.968881397,0.922802895
Rare,,-0.390215797,-0.845489436,0.922802895
Rare,,-0.390215797,-1.005904365,0.922802895
Rare,,-0.390215797,-0.467389857,0.922802895
Rare,,-0.390215797,-1.035919651,0.922802895
Rare,,-0.390215797,0.573565371,0.922802895
Rare,,1.013534579,1.313941303,1.610132309
Rare,0.220698738,-0.38618819,1.25304691,1.554456296
Rare,,0.090924473,-0.648054198,1.554456296
Rare,,3.576882302,-0.870168714,1.554456296
Rare,-0.393668277,0.136599832,1.515967833,1.336863911
Rare,,0.543587495,1.646269363,1.177560881
Rare,,0.269162316,0.758705749,0.935262798
Rare,0.040121514,0.069145615,0.073811502,
Rare,-1.495537501,-0.605421288,-0.578954045,
Rare,,0.556530323,-0.561360013,
Rare,-0.054278724,-0.15481233,0.511867141,-0.213330174
Rare,,0.065770487,-1.48838284,0.652063251
Rare,-0.667871047,-0.045727803,0.795677909,0.315983552
Rare,,-0.747513321,-0.715320475,0.315983552
Rare,,-0.747513321,0.511867141,0.315983552
Rare,,-0.747513321,-0.771451877,0.315983552
Rare,,-0.747513321,-0.561360013,0.315983552
Rare,0.630196807,-0.239470262,0.443907864,0.308052504
Rare,,-0.225207724,-0.549274171,0.217096515
Rare,-0.172655649,1.40478239,-0.228509274,0.121022897
Rare,,0.069145615,0.758705749,0.121022897
Rare,,-3.265187385,1.745827464,-0.006971141
Rare,,1.508239651,0.758705749,-0.017633229
Rare,-1.693771289,1.215904849,-0.280332021,-0.065862924
Rare,,0.136599832,-0.735696751,-0.065862924
Rare,,-0.598863228,-0.444452355,-0.065862924
Rare,,-0.598863228,0.684621467,-0.065862924
Rare,,-1.000042514,0.45030391,-0.065862924
Rare,,-0.598863228,-0.474191644,-0.065862924
Rare,,-0.598863228,-0.228509274,-0.065862924
Rare,,-0.598863228,-0.570686488,-0.065862924
Rare,,0.090924473,1.438987602,-0.161950468
Rare,,-0.050410424,-0.376584529,0.596039124
Rare,,0.915409536,0.622923444,0.65391808
Rare,-3.730891601,1.35085423,-0.50758769,0.646628594
Rare,,0.736962851,-0.660390244,0.630738677
Rare,,1.000334891,1.515967833,0.622044716
Rare,,-0.24115426,1.449676954,0.616066155
Rare,,1.35085423,3.160152433,0.599421529
Rare,,0.474444611,0.215716533,0.584338271
Rare,-1.200242064,0.889544892,-1.487148336,0.583611578
Rare,,0.889544892,-1.419912521,0.583611578
Rare,,-0.416471101,-0.845489436,0.579668704
Rare,,0.849390386,0.018282825,0.578857775
Rare,0.541310092,-0.047372491,1.515967833,0.576667188
Rare,0.032653579,0.535358909,0.265083219,0.540102856
Rare,,0.249911451,-0.968881397,0.554228799
Rare,,-0.166492945,-0.343376787,0.55123611
Rare,,0.575554542,-1.084370228,0.55123611
Rare,,-0.166492945,-1.354498195,0.55123611
Rare,,1.239935521,-0.277867693,0.538898167
Rare,,1.239935521,-0.536999389,0.538898167
Rare,,1.944434542,3.596768157,0.533347532
Rare,,2.480640755,1.25304691,0.533347532
Rare,,-2.146031161,-0.228509274,0.524254816
Rare,-1.644673705,-0.443519831,-0.845489436,0.52373338
Rare,,-0.443519831,-1.777129653,0.52373338
Rare,,0.136599832,-0.623376615,0.520107517
Rare,,-0.706604073,0.758705749,0.520107517
Rare,-0.170997871,1.256378054,0.166402669,0.517118485
Rare,,0.343734546,0.259382987,0.509765821
Rare,-1.758232911,-0.605421288,-0.671648786,0.507416828
Rare,,-0.798753361,0.280897657,0.500604069
Rare,,-0.798753361,-1.339073689,0.500604069
Rare,0.840862182,0.455331884,1.16859081,0.488299285
Rare,,-0.268139276,-0.590246323,0.492842509
Rare,,0.872179806,0.339112544,0.490681548
Rare,,1.013534579,,0.488166087
Rare,-0.779257327,0.090924473,0.511867141,0.476931182
Rare,,0.090924473,-0.433346695,0.476931182
Rare,,-0.544089018,0.561868325,0.471124229
Rare,,-0.551454071,-0.376584529,0.46895529
Rare,1.008296131,-1.230550958,-0.343376787,0.398304407
Rare,,-1.230550958,-0.820488844,0.398304407
Rare,0.021425409,1.546684922,0.363791747,0.444048418
Rare,,-0.008758944,-0.746112567,0.444048418
Rare,,1.249632396,-0.746112567,0.435683775
Rare,,0.268140044,0.116999655,0.418823604
Rare,,0.593438615,-0.610956059,0.418823604
Rare,,-0.220314703,-1.037079793,0.417255561
Rare,,-0.813457775,1.943325552,0.410869917
Rare,,0.446428528,0.709300677,0.397234081
Rare,,0.090924473,0.215716533,0.389128101
Rare,,0.980291315,-1.61053386,0.382922374
Rare,,0.980291315,-0.715320475,0.382922374
Rare,,0.980291315,-0.746112567,0.382922374
Rare,,0.980291315,-1.087201859,0.382922374
Rare,1.715668381,0.276860842,-0.968881397,0.381659802
Rare,-0.368532214,0.276860842,-0.91003349,0.381659802
Rare,,0.090924473,-1.20539312,0.377187422
Rare,,1.215904849,2.732995834,0.377187422
Rare,,0.112899305,-0.951160239,0.376305755
Rare,,0.305241781,1.313941303,0.373199416
Rare,,-0.707219478,-1.010470019,0.370048456
Rare,,0.028409951,-0.623376615,0.365786927
Rare,,0.028409951,1.515967833,0.365786927
Rare,0.036405487,0.556530323,-1.018221665,0.326625116
Rare,,0.556530323,0.240395701,0.326625116
Rare,,0.556530323,0.468551751,0.326625116
Rare,,-0.40305232,0.018282825,0.326625116
Rare,,0.556530323,-0.277867693,0.326625116
Rare,,0.556530323,0.166402669,0.326625116
Rare,,0.556530323,-0.549274171,0.326625116
Rare,,0.556530323,-0.759112273,0.326625116
Rare,,1.485730213,-0.648054198,0.326625116
Rare,,0.556530323,-0.425909556,0.326625116
Rare,,0.556530323,-0.388924134,0.326625116
Rare,,0.556530323,-1.07722728,0.326625116
Rare,,1.094655833,0.079980841,0.317586665
Rare,,0.090924473,1.09182842,0.354315591
Rare,-2.04395229,0.513511721,-1.777129653,0.353834622
Rare,,0.811165023,-0.826980098,0.353834622
Rare,0.304021338,0.559327354,0.012113271,0.342729117
Rare,-2.451489864,0.898858497,0.265083219,0.343235824
Rare,-0.088981619,1.755556289,0.265083219,0.339942774
Rare,,1.114776733,-0.629546424,0.339942774
Rare,,0.579451879,-0.715320475,0.339942774
Rare,,0.396769979,-1.585863637,0.339942774
Rare,-2.647276197,0.963498021,1.054809606,0.338303895
Rare,,0.401665921,-0.070562335,0.338303895
Rare,-0.315482683,0.383940404,1.769629824,0.334352721
Rare,,0.450272646,-0.265528088,0.334352721
Rare,,-0.228531665,-1.209631237,0.331006271
Rare,,-0.228531665,-1.251350459,0.331006271
Rare,,-0.228531665,-1.246526655,0.331006271
Rare,,-0.228531665,-1.362914874,0.331006271
Rare,,-1.010160991,,0.327286501
Rare,-0.435805499,-1.241199569,-0.524659785,0.325901412
Rare,,2.3356843,1.438987602,0.318637309
Rare,0.557726151,0.289409711,1.515967833,0.318453604
Rare,,0.406425916,-0.04340725,0.303048572
Rare,,0.546549357,0.280897657,0.302752681
Rare,,0.546549357,-0.253188483,0.302752681
Rare,0.556314629,2.136011056,-0.343376787,0.285783176
Rare,,-0.259630644,0.733979886,0.294302552
Rare,0.609811198,-1.76904582,-0.623376615,0.293616565
Rare,,1.000334891,0.141678864,0.292682122
Rare,,2.01189143,-0.635716226,0.292682122
Rare,,0.768950922,-0.228509274,0.292682122
Rare,,0.768950922,0.018282825,0.292682122
Rare,-0.715133288,0.742584226,-0.766516035,0.277835491
Rare,0.05928542,1.482357387,-0.968881397,0.266757401
Rare,-0.11424337,2.50266253,-0.04340725,0.266757401
Rare,1.738615865,1.966140942,0.635350133,0.180345201
Rare,,-0.554829488,-0.343376787,0.25135792
Rare,,0.090924473,-1.362914874,0.249919585
Rare,,2.09621171,-0.822857093,0.249919585
Rare,,-0.454598777,-0.343376787,0.245782319
Rare,-0.294782831,-0.251724162,-0.751708485,0.241792126
Rare,,1.20940233,-0.228509274,0.233847355
Rare,,0.869177629,0.511867141,0.233632811
Rare,,0.869177629,0.160630135,0.233632811
Rare,,0.902665843,-0.919527133,0.231959757
Rare,,0.276999669,-1.339073689,0.22934269
Rare,,0.276999669,-1.087201859,0.22934269
Rare,,-0.805597049,-0.277867693,0.226042445
Rare,,2.362664984,-0.919527133,0.226042445
Rare,,1.349692897,-0.968881397,0.211894081
Rare,0.832258279,0.443286185,-0.965430455,0.19099255
Rare,,0.001686794,-0.919527133,0.176189468
Rare,,-0.834773958,-1.215677643,0.182733822
Rare,,0.192525284,-0.04340725,0.177689692
Rare,0.5215674,-1.695801294,-0.064611281,0.175999749
Rare,,0.433408516,,0.138816781
Rare,,0.090924473,0.072026479,0.070933591
Rare,-0.273739353,0.410641941,-0.525021364,0.15388433
Rare,,1.283360656,-0.960974178,0.136782321
Rare,-0.284234159,0.602380625,-1.605609149,0.120194801
Rare,-0.573857789,0.602380625,-1.215677643,0.120194801
Rare,,-0.133219956,-1.277372551,0.120194801
Rare,,0.210802003,-1.585863637,0.120194801
Rare,,0.602380625,-1.459083243,0.120194801
Rare,,0.602380625,-1.215677643,0.120194801
Rare,-0.359692515,-0.470643748,-0.343376787,0.108625808
Rare,,-0.470643748,0.265083219,0.108625808
Rare,0.525518365,3.391376875,1.080125987,0.090287256
Rare,-2.303137313,0.513511721,-0.715320475,0.092058281
Rare,1.900155353,1.060695653,-0.574018121,0.077646807
Rare,-1.192497522,-1.010160991,-1.243108229,0.072632374
Rare,,-0.939437755,1.515967833,0.068649598
Rare,,-0.939437755,,0.068649598
Rare,,-0.939437755,1.646269363,0.068649598
Rare,,-0.939437755,1.646269363,0.068649598
Rare,0.4400213,0.145185206,-0.648054198,0.05201465
Rare,-0.549182889,0.145185206,0.079980841,0.05201465
Rare,,0.145185206,-1.339073689,0.05201465
Rare,1.528551668,-0.425537824,1.438987602,0.030729308
Rare,1.260297373,-0.40305232,-0.475301366,0.022965658
Rare,-1.463391262,-0.447427317,-0.474191644,0.021704665
Rare,-0.814402118,-0.605421288,0.215716533,0.018993826
Rare,,1.336268536,-1.005904365,0.010147077
Rare,,1.283360656,0.635350133,0.009007428
Rare,,-0.496763497,-0.960974178,0.00884179
Rare,-2.973501923,-0.668727223,-0.808470691,0.002736061
Rare,,-0.668727223,-0.339563044,0.002736061
Rare,,-0.95401025,0.215716533,-0.003093773
Rare,0.232180552,-1.419668795,-0.655459594,-0.017757142
Rare,,0.053849842,-0.450622157,-0.022248333
Rare,,0.053849842,1.515967833,-0.022248333
Rare,,2.295208441,-1.459083243,-0.024067628
Rare,-0.429408609,-1.135245574,-1.584703168,-0.032871903
Rare,-0.940648899,-1.010160991,-0.73690073,-0.032871903
Rare,,-1.135245574,-0.715320475,-0.032871903
Rare,,-0.510567729,1.646269363,-0.032871903
Rare,0.425733226,-1.027553381,-0.845489436,-0.030314714
Rare,,-0.200645146,0.511867141,-0.031198891
Rare,2.330366253,0.946666252,-0.590246323,-0.032280478
Rare,,0.433408516,-1.306990717,-0.032280478
Rare,,0.433408516,-1.240356853,-0.032280478
Rare,-1.241545578,-1.208423,-0.648054198,-0.034015916
Rare,,-0.059334958,-0.740602866,-0.057535745
Rare,,0.041865212,-0.504422833,-0.04633158
Rare,,0.980291315,-1.459083243,-0.048705268
Rare,0.335327799,0.436462933,-0.968881397,-0.061103448
Rare,-1.490245378,0.436462933,0.265083219,-0.061103448
Rare,,0.436462933,0.42548977,-0.061103448
Rare,,0.436462933,-1.31439448,-0.061103448
Rare,,0.436462933,-1.709261828,-0.061103448
Rare,0.271506488,0.743708504,0.733979886,-0.082142418
Rare,1.290692576,-0.551454071,0.141678864,-0.090392646
Rare,0.060116222,0.784182415,-0.275957169,-0.100817904
Rare,,-2.089465296,-0.735696751,-0.101767724
Rare,,2.298581353,0.141678864,-0.102276433
Rare,,-0.635665809,-1.215677643,-0.10286107
Rare,,0.354258843,-0.343376787,-0.125596417
Rare,,0.896878441,0.139769224,-0.22438525
Rare,,-1.043010025,-0.343376787,-0.22438525
Rare,-0.933543359,0.168677916,-0.291029266,-0.150834255
Rare,,-1.617269653,-0.388924134,-0.155664473
Rare,,-0.110740715,-0.574018121,-0.167400336
Rare,,-0.430034793,1.515967833,-0.178144878
Rare,,-0.125007794,0.465991719,-0.178144878
Rare,0.647081593,-1.027553381,0.443907864,-0.1856571
Rare,-2.403663864,0.136599832,-0.968881397,-0.18999813
Rare,,0.183699313,-1.528313866,-0.190742485
Rare,-0.178543829,0.140830272,-0.919527133,-0.190837423
Rare,,1.602528524,-1.471477647,-0.218100752
Rare,0.819618331,-1.208423,1.080125987,-0.39707244
Rare,,-1.084363158,2.116015603,-0.39707244
Rare,,3.446358036,0.018282825,-0.577304191
Rare,,3.446358036,-0.822857093,-0.577304191
Rare,,-0.717399699,-0.42551339,-0.40356189
Rare,,-0.717399699,-1.585863637,-0.40356189
Rare,,-0.929822131,,-0.481093941
Rare,,-0.929822131,-1.622884596,-0.481093941
Rare,,-0.929822131,0.018282825,-0.481093941
Rare,0.914624314,-0.140860274,1.515967833,-0.488302501
Rare,,1.980206434,-0.475301366,-0.491760822
Rare,,1.980206434,-0.204200253,-0.571118724
Rare,,0.602380625,3.160152433,-0.809358479
Rare,,-0.670628994,-1.511667428,-0.803203805
Rare,0.662107298,1.008138672,-0.330927716,-0.831985585
Rare,0.570414591,0.862881689,-1.253930418,-0.831985585
Rare,,1.546441282,0.635350133,-0.867756894
Rare,,0.090924473,-0.91003349,-0.91293879
Rare,1.337390707,0.881380506,-0.735696751,-0.971875778
Rare,,-1.718454427,-0.561360013,-0.980957795
Rare,,-0.200645146,0.240395701,-0.997662552
Rare,,-0.949450124,-0.633246175,-1.071596696
Rare,0.564525666,-0.220314703,-0.729497221,-1.083141682
Rare,,0.036959337,1.338620512,-0.377635468
Rare,,0.036959337,0.635350133,-0.377635468
Rare,,0.036959337,-0.715320475,-0.377635468
Rare,2.807813237,0.116362877,-0.654222221,-0.419273407
Rare,,0.090924473,1.254541362,-0.357950421
Rare,,1.378369817,-0.649226554,-0.372382148
Rare,,-0.247140779,-0.549020371,-0.37677723
Rare,-0.61193673,1.283360656,-0.330187616,-0.386247778
Rare,2.04509352,-0.883713263,-0.715320475,-0.417574842
Rare,,-0.097249377,-1.228017248,-0.431773208
Rare,-1.004908347,0.27151287,-0.074264216,-0.45860892
Rare,,0.090924473,-1.251350459,-0.45860892
Rare,-1.967547454,0.04115701,-0.228509274,-0.448082871
Rare,,0.743708504,-1.215677643,-0.448082871
Rare,,0.04115701,-0.203686536,-0.448082871
Rare,,1.059441973,-0.04340725,-0.466590281
Rare,,1.059441973,1.515967833,-0.466590281
Rare,,0.001686794,-0.648528379,-0.491334548
Rare,,-0.649357997,0.379618966,-0.508973715
Rare,-0.165013435,-0.385251294,0.265083219,-0.529161586
Rare,,-0.385251294,-0.787493363,-0.529161586
Rare,,-0.385251294,0.456338782,-0.529161586
Rare,,2.092838884,0.795677909,-0.529660651
Rare,,1.148447619,0.092320446,-0.575646111
Rare,,-1.728644023,-1.250230073,-0.568063645
Rare,,2.234401703,2.116015603,-0.572236484
Rare,1.057507302,-0.894711019,1.646269363,-0.575791275
Rare,,-1.020235367,0.166402669,-0.577867333
Rare,0.384738711,-1.951111751,2.05431758,-0.623330918
Rare,,-1.40762745,1.646269363,-0.623330918
Rare,,-1.027553381,-0.425909556,-0.658170313
Rare,-1.290784633,0.473178521,-1.021452267,-0.679097294
Rare,0.608058718,-2.014137988,1.06714921,-0.681885169
Rare,-0.058474847,0.136599832,-0.425909556,-0.693017384
Rare,,-0.789803027,-1.817934475,-0.696316708
Rare,,0.01433218,-0.857952443,-0.716681443
Rare,,0.210802003,0.394640759,-0.804192288
Rare,,0.210802003,-1.339073689,-0.804192288
Rare,,-0.567615325,0.092320446,-0.747550925
Rare,,-0.997728472,-1.215677643,-0.750952688
Rare,-0.993136778,,-0.343376787,-0.818710618
Rare,,0.090924473,-0.590246323,-0.933655275
Rare,,-1.027553381,-1.257632299,-0.981415584
Rare,,0.406425916,-0.006396391,-1.005876915
Rare,,-0.997728472,-1.215677643,-1.020346513
Rare,,-1.435052722,-0.648054198,-1.120903916
Rare,-3.007485405,-0.156161461,-1.021200633,-1.04784094
Rare,,0.276860842,-1.339073689,-1.053316632
Rare,,-1.057323061,-0.941670096,-1.092665802
Rare,1.488446926,-1.40560861,-1.240356853,-1.107847729
Rare,-2.177613095,-1.40560861,-1.585863637,-1.107847729
Rare,,-1.40560861,-1.585863637,-1.107847729
Rare,,-1.40560861,-1.437291151,-1.107847729
Rare,,-1.40560861,-1.055262783,-1.107847729
Rare,,-1.010160991,-0.413603343,-1.19735882
Rare,,-0.908813955,-0.228509274,-1.19735882
Rare,,-0.564597174,-1.783299456,-1.219657546
Rare,1.347997544,-0.929822131,-0.775880113,-1.147941431
Rare,1.969556939,-1.509339227,-0.822857093,-1.222930384
Rare,1.388992472,-1.509339227,-0.919527133,-1.222930384
Rare,,-1.509339227,,-1.222930384
Rare,-1.611857658,-0.537771098,-1.44164957,-1.352570289
Rare,,0.251275914,-0.574018121,-1.395982384
Rare,-0.089743117,-1.914000979,2.732995834,-1.405747398
Rare,,-2.146031161,-0.474191644,-1.431807534
Rare,,-1.40560861,-0.904719558,-1.599355402
Rare,-0.20457247,-0.805597049,2.142369761,-1.677277892
Rare,,-1.40762745,1.428799463,-1.713752802
Rare,,-2.844123554,0.141678864,-1.722406516
Rare,0.40113425,-2.25360949,-1.240356853,-1.771981373
Rare,,-0.089792791,1.338620512,-1.802952679
