SEA,L10SLA,WSG,MaxH,L10SM
Rare,,-1.840982707,-1.090412932,0.303765002
Rare,,-1.055464474,-1.347673876,0.267240115
Rare,,-0.928161354,-0.72721909,0.269131634
Rare,,-1.728271941,0.893504628,0.267127494
Rare,,-0.588286415,-0.338184662,0.258508195
Rare,,0.484054043,-1.401615686,0.256904578
Rare,,2.037334002,-0.908877992,0.256904578
Rare,,-0.905675,-0.558774893,0.256904578
Rare,,-0.514353269,-0.909931671,0.252301645
Rare,,-0.78640166,-0.72721909,0.252301645
Rare,,-0.514353269,-0.338184662,0.252301645
Rare,,0.296916645,-1.306608905,0.242540194
Rare,,0.296916645,-1.647984528,0.242540194
Rare,,0.296916645,-1.504668172,0.242540194
Rare,,0.800024717,0.463496848,0.239020508
Rare,,0.838941191,-1.504668172,0.238781778
Rare,,0.838941191,0.569335092,0.238781778
Rare,,0.838941191,-0.143837887,0.238781778
Rare,,1.74975379,0.828918645,0.236920119
Rare,,1.882556001,-0.549957482,0.236920119
Rare,,0.778866486,-0.934811555,0.236920119
Rare,,0.235540262,-1.306608905,0.234008025
Rare,,0.235540262,-1.116223849,0.234008025
Rare,,-0.905675,-0.055177329,0.198400037
Rare,,2.301818463,-0.934811555,0.198400037
Rare,,1.297962839,-0.986678681,0.218258086
Rare,,0.484054043,-0.83601025,0.21304581
Rare,,2.368046706,0.050909133,0.21304581
Rare,,0.965023116,1.610086426,0.21304581
Rare,,-0.826003306,-0.143837887,0.199350725
Rare,,-0.915696123,-0.416140297,0.198010433
Rare,,-0.516510961,-0.014170073,0.197573577
Rare,,0.115450999,2.255016721,0.197573577
Rare,,0.40016946,-1.588969547,0.191334707
Rare,,0.40016946,-1.297881435,0.191334707
Rare,,-0.184052429,-0.869977648,0.191334707
Rare,,0.40016946,-1.428837846,0.191334707
Rare,,0.40016946,-1.635017096,0.191334707
Rare,,-0.037136028,,0.184268187
Rare,,-0.037136028,-0.934811555,0.184268187
Rare,,-0.865584823,-0.909931671,0.182144865
Rare,,0.151417901,-0.014170073,0.176532103
Rare,,0.787671214,0.999832789,0.165128931
Rare,,1.299126202,0.316482855,0.161552852
Rare,,0.392996133,,0.15451808
Rare,,0.484054043,0.10253096,0.152944908
Rare,,0.367902964,-0.416140297,0.144154783
Rare,,0.367902964,1.610086426,0.144154783
Rare,,-1.091530077,1.586041488,0.14077766
Rare,,0.484054043,-0.007685393,0.139101985
Rare,,0.804009544,-1.43403264,0.134049134
Rare,,1.233114924,-0.520928228,0.13101318
Rare,,2.568544931,-0.050492027,0.119349251
Rare,,1.499508293,-0.604466948,0.112952657
Rare,,1.833563165,0.958338539,0.112952657
Rare,,-1.238414204,-1.168461579,0.112952657
Rare,,0.096484704,-1.401615686,0.112555722
Rare,,0.337003033,-1.764685567,0.112555722
Rare,,0.557539566,-0.650589003,0.112555722
Rare,,0.557539566,-1.764685567,0.112555722
Rare,,0.557539566,-1.8940125,0.112555722
Rare,,0.557539566,-1.764685567,0.112555722
Rare,,0.557539566,-1.635017096,0.112555722
Rare,,0.557539566,-0.72721909,0.112555722
Rare,,0.557539566,,0.112555722
Rare,,0.557539566,-1.725909202,0.112555722
Rare,,-0.082060307,-1.310770012,0.112555722
Rare,,0.170028207,-1.635017096,0.112555722
Rare,,0.557539566,-1.504668172,0.112555722
Rare,,0.557539566,-0.909931671,0.112555722
Rare,,0.557539566,-0.558774893,0.112555722
Rare,,-0.504944742,0.309999464,0.09954905
Rare,,0.319326463,1.610086426,0.088356217
Rare,,0.602471305,,0.071538695
Rare,,-0.964044232,1.610086426,0.055201194
Rare,,-0.964044232,,0.055201194
Rare,,-0.964044232,0.958338539,0.055201194
Rare,,-0.964044232,0.958338539,0.055201194
Rare,,0.104987875,-1.660900903,0.046480551
Rare,,0.104987875,-0.414065612,0.046480551
Rare,,0.104987875,-1.306608905,0.046480551
Rare,,-0.663633537,0.463496848,0.034053089
Rare,,-1.426466128,1.353631543,0.004365784
Rare,,0.845532969,-1.764685567,-0.015254951
Rare,,0.845532969,-1.025579025,-0.015254951
Rare,,1.233114924,0.699002907,-0.011165979
Rare,,-0.53068611,-0.591191847,-0.012137982
Rare,,-0.53068611,-1.764685567,-0.012137982
Rare,,-0.53068611,-0.520928228,-0.012137982
Rare,,-0.102093431,-0.986678681,-0.013187572
Rare,,-0.102093431,-1.517941161,-0.013187572
Rare,,0.115450999,-1.424502159,-0.013187572
Rare,,-0.701131469,0.699002907,-0.018139337
Rare,,-0.701131469,-0.338184662,-0.018139337
Rare,,-0.701131469,-0.325372827,-0.018139337
Rare,,-0.983683181,-0.986678681,-0.024631361
Rare,,-0.983683181,,-0.024631361
Rare,,-0.983683181,-1.117400172,-0.024631361
Rare,,-0.983683181,0.543401529,-0.024631361
Rare,,-0.983683181,0.258132338,-0.024631361
Rare,,-0.752010515,2.566219434,-0.032490515
Rare,,0.014526246,-0.44207386,-0.045945251
Rare,,0.014526246,1.610086426,-0.045945251
Rare,,0.014526246,1.610086426,-0.045945251
Rare,,2.234425992,-1.504668172,-0.047969772
Rare,,-1.16318324,-0.72721909,-0.049301162
Rare,,-0.544897509,0.958338539,-0.049301162
Rare,,-0.237567441,0.569335092,-0.055924595
Rare,,0.392996133,,-0.056245558
Rare,,0.392996133,-1.341968492,-0.056245558
Rare,,0.392996133,-1.168461579,-0.056245558
Rare,,-1.227346182,-0.039828366,-0.057725896
Rare,,-0.100829405,-0.338184662,-0.062060158
Rare,,-0.100829405,-0.76782383,-0.062060158
Rare,,-0.100829405,-0.746793141,-0.062060158
Rare,,-0.731916435,1.412175894,-0.063115886
Rare,,-0.504653326,0.011766327,-0.104956792
Rare,,-0.001662061,2.302902301,-0.103784352
Rare,,-0.001662061,-0.71437128,-0.103784352
Rare,,-0.001662061,-0.498609027,-0.103784352
Rare,,0.931825307,-1.504668172,-0.127256291
Rare,,1.954052771,0.357976555,-0.151880223
Rare,,0.393525115,-1.557217057,-0.089180566
Rare,,0.393525115,-1.303830881,-0.089180566
Rare,,0.393525115,0.478567623,-0.089180566
Rare,,0.393525115,-1.349674187,-0.089180566
Rare,,0.393525115,-1.764685567,-0.089180566
Rare,,1.397090159,0.463496848,-0.089180566
Rare,,-2.107563374,,-0.104942421
Rare,,0.286895062,-0.338184662,-0.112530097
Rare,,-0.563270437,-0.120011683,-0.116544912
Rare,,-2.108266459,-0.805142981,-0.134428989
Rare,,2.237765944,0.180331649,-0.134994969
Rare,,-0.668673025,-0.909931671,-0.13564559
Rare,,0.363727292,0.074490039,-0.156844266
Rare,,0.275537238,-1.635017096,-0.160943981
Rare,,0.275537238,-0.338184662,-0.160943981
Rare,,1.054693722,0.10253096,-0.163786159
Rare,,1.054693722,0.204157853,-0.163786159
Rare,,0.849425244,-0.986678681,-0.325155802
Rare,,0.849425244,0.175794595,-0.325155802
Rare,,-1.008555429,-0.338184662,-0.325155802
Rare,,1.499508293,-0.050492027,-1.116564567
Rare,,-0.191280677,0.504502172,-0.407821747
Rare,,-1.640592121,-0.322188105,-0.407821747
Rare,,1.903000246,0.932404973,-0.407821747
Rare,,0.148709294,-0.746793141,-0.505450042
Rare,,0.083122574,-0.334968245,-0.507081437
Rare,,-0.49483272,-0.545808112,-0.521595593
Rare,,-0.148478835,-0.571741671,-0.550877288
Rare,,0.452808205,0.828918645,-0.68066642
Rare,,-0.162613354,-0.151617956,-0.68066642
Rare,,-0.464689354,1.610086426,-0.68066642
Rare,,-0.162613354,-0.111420933,-0.68066642
Rare,,-0.162613354,-0.011417458,-0.68066642
Rare,,1.56631894,0.491534404,-0.755036342
Rare,,0.136571092,-1.495195352,-0.810616543
Rare,,1.74975379,0.593161296,-0.822284188
Rare,,0.934419833,-1.725909202,-0.996871279
Rare,,1.548435238,0.958338539,-1.115040867
Rare,,1.548435238,-0.127499,-1.115040867
Rare,,0.363727292,0.180331649,-1.115040867
Rare,,1.548435238,-1.514815688,-1.115040867
Rare,,-0.381211423,-0.338184662,-0.327070381
Rare,,-1.112364256,2.255016721,-0.283837557
Rare,,2.771350819,-1.306608905,-0.285849597
Rare,,2.771350819,-1.635017096,-0.285849597
Rare,,2.771350819,0.050909133,-0.285849597
Rare,,2.771350819,-0.908877992,-0.285849597
Rare,,-0.744872225,0.335933026,-0.300855273
Rare,,-0.744872225,-0.416025456,-0.300855273
Rare,,-0.744872225,-1.635017096,-0.300855273
Rare,,0.564159234,-1.297881435,-0.308065248
Rare,,-0.950100414,,-0.310425516
Rare,,-0.462410737,-1.427481073,-0.310425516
Rare,,-0.950100414,,-0.310425516
Rare,,-0.950100414,-1.647984528,-0.310425516
Rare,,-0.950100414,,-0.310425516
Rare,,-0.950100414,,-0.310425516
Rare,,-0.950100414,-1.588969547,-0.310425516
Rare,,-0.950100414,0.050909133,-0.310425516
Rare,,1.56631894,-0.468007406,-0.310669447
Rare,,-1.493652225,-1.116223849,-0.319182147
Rare,,-0.033582831,-0.888131142,-0.321274904
Rare,,1.56631894,-0.160397711,-0.321274904
Rare,,0.1120969,-0.961521059,-0.324529796
Rare,,0.1120969,1.480309365,-0.324529796
Rare,,0.557539566,3.292359375,-0.338519088
Rare,,-0.703016036,,-0.345438403
Rare,,-0.703016036,-1.557217057,-0.345438403
Rare,,-1.096085296,0.463496848,-0.347769565
Rare,,2.004339343,-0.909931671,-0.347769565
Rare,,1.492827228,0.699002907,-0.352552622
Rare,,0.484054043,-1.005911012,-0.357488295
Rare,,-1.740572473,-0.597675237,-0.364449102
Rare,,-0.237567441,0.284065901,-0.366964319
Rare,,-0.913634831,-0.640378301,-0.428171809
Rare,,-0.117309367,0.569335092,-0.441019021
Rare,,-0.117309367,1.334375398,-0.441019021
Rare,,-0.131283656,-0.986678681,-0.459030118
Rare,,0.484054043,0.439884451,-0.394168916
Rare,,-0.050431134,0.599122324,-0.398116201
Rare,,-0.050431134,-1.1098631,-0.398116201
Rare,,-0.050431134,1.438109449,-0.398116201
Rare,,-0.050431134,0.699002907,-0.398116201
Rare,,-0.050431134,-0.72721909,-0.398116201
Rare,,-0.90639574,-0.72721909,-0.400495567
Rare,,0.484054043,1.295474853,-0.421192061
Rare,,0.895290894,-1.096758692,-0.435550205
Rare,,-0.804238917,0.258132338,-0.437650887
Rare,,0.57509803,-0.596378559,-0.440440752
Rare,,-2.251909537,0.699002907,-0.454454987
Rare,,0.484054043,1.282508072,-0.455877036
Rare,,-0.100829405,-1.148625136,-0.463447336
Rare,,1.299126202,-0.570444996,-0.487596185
Rare,,-1.668284024,-0.72721909,-0.50769187
Rare,,-0.13509754,-0.72721909,-0.501581757
Rare,,-0.13509754,0.828918645,-0.501581757
Rare,,-0.13509754,-1.039599486,-0.501581757
Rare,,0.484054043,-1.284914654,-0.507272215
Rare,,-1.411656085,-1.308710605,-0.512156291
Rare,,-0.81633586,-0.091970188,-0.513091038
Rare,,1.397090159,-0.909931671,-0.5241243
Rare,,-9.74896E-05,-0.121497469,-0.5241243
Rare,,0.484054043,-1.128921342,-0.527988175
Rare,,-1.266266328,-1.306608905,-0.526465377
Rare,,-2.534184526,-0.338184662,-0.526657939
Rare,,1.013359345,-0.014170073,-0.541062098
Rare,,1.013359345,1.610086426,-0.541062098
Rare,,-1.150647378,-0.338184662,-0.544765517
Rare,,-0.037136028,-0.701409489,-0.567999359
Rare,,1.146748076,-1.005911012,-0.660832003
Rare,,-0.711883386,-0.12049768,-0.587539955
Rare,,-0.837630524,-1.764685567,-0.603853905
Rare,,-0.837630524,-1.504668172,-0.603853905
Rare,,-0.837630524,-1.764685567,-0.603853905
Rare,,-0.420369885,-0.986678681,-0.605249822
Rare,,-0.420369885,-0.796066993,-0.605249822
Rare,,-0.420369885,0.510984644,-0.605249822
Rare,,2.03399347,0.875922109,-0.610558958
Rare,,1.098644983,0.128464523,-0.62044114
Rare,,-1.923243515,-1.285044293,-0.653241958
Rare,,2.167614764,2.255016721,-0.657934437
Rare,,-1.105209898,0.206265544,-0.664151613
Rare,,2.217428281,0.463496848,-0.712045938
Rare,,-0.837630524,,-0.69667028
Rare,,-1.640592121,1.610086426,-0.714788869
Rare,,-1.432957157,0.491534404,-0.714788869
Rare,,-1.515110766,-0.597675237,-0.714788869
Rare,,-1.432957157,0.958338539,-0.714788869
Rare,,1.308429842,1.188579564,-0.723650505
Rare,,0.25270721,-0.121497469,-0.741796518
Rare,,-0.731916435,-0.416140297,-0.752864371
Rare,,-0.821043934,-1.959187288,-0.796002421
Rare,,-0.222833929,-0.857010866,-0.808491785
Rare,,-0.024612279,-0.870107232,-0.818600356
Rare,,0.170028207,0.44621811,-0.846163858
Rare,,0.170028207,-1.306608905,-0.846163858
Rare,,-0.601233123,,-0.853099913
Rare,,-0.601233123,0.128464523,-0.853099913
Rare,,-1.026982814,-0.909931671,-0.856797601
Rare,,-0.720484893,-0.020623209,-0.866938449
Rare,,-0.193186229,0.958338539,-0.902763901
Rare,,0.535996979,-0.455040642,-0.912628343
Rare,,-0.913634831,-0.528201878,-0.921789159
Rare,,-0.733514741,-0.72721909,-0.921789159
Rare,,-0.733514741,-1.647984528,-0.921789159
Rare,,0.484054043,-1.168213585,-0.960715492
Rare,,-2.909994416,-0.299439259,-1.052615377
Rare,,2.555116523,0.828918645,-1.087450288
Rare,,-1.105209898,,-1.103647061
Rare,,-0.731916435,-1.290101366,-1.112245017
Rare,,0.484054043,-1.764444936,-1.13405498
Rare,,0.363727292,0.105439799,-1.141236213
Rare,,-1.026982814,-0.909931671,-1.156556337
Rare,,-1.46004073,-0.649542363,-1.294734142
Rare,,-1.024056483,3.291119402,-1.294734142
Rare,,-0.118062435,-1.306608905,-1.40777956
Rare,,-1.026982814,-1.306608905,-1.846542221
Rare,,-1.086063725,-0.958100491,-1.846542221
Rare,,0.800024717,-1.284914654,-2.01192635
Rare,,-1.431016841,0.569335092,-2.015536238
Rare,,-1.431016841,-0.947778336,-2.015536238
Rare,,-1.431016841,-1.306608905,-2.015536238
Rare,,-1.431016841,-1.764685567,-2.015536238
Rare,,-1.431016841,-0.909931671,-2.015536238
Rare,,-1.431016841,-1.635017096,-2.015536238
Rare,,-1.431016841,-1.443911886,-2.015536238
Rare,,-1.431016841,-1.024189346,-2.015536238
Rare,,-1.431016841,-1.537766892,-2.015536238
Rare,,0.398348008,3.552159663,-2.051068539
Rare,,-0.037136028,0.504502172,-1.281836983
Rare,,-1.034505095,-0.401522877,-1.290496146
Rare,,-0.932345388,0.463496848,-1.290496146
Rare,,-0.844932519,-0.745145612,-1.290496146
Rare,,-0.598346026,-1.834599907,-1.292977395
Rare,,-1.533695086,-1.504668172,-1.381982089
Rare,,-1.533695086,,-1.381982089
Rare,,0.115450999,-1.504668172,-1.621697257
Rare,,0.210062804,-0.571741671,-1.621697257
Rare,,-1.947887305,-0.493940986,-1.614017147
Rare,,-1.947887305,-0.338184662,-1.718540056
Rare,,-0.091131164,-0.870491236,-1.733290287
Rare,,-1.431016841,-0.919202058,-1.79589845
Rare,,-1.533695086,-1.660900903,-1.863766786
Rare,,-1.947887305,-0.986678681,-1.908594841
Rare,,1.018500044,0.115497742,-1.886689606
Rare,,-1.432957157,1.502962154,-1.928135835
Rare,,-2.856545899,0.180331649,-1.937764955
Rare,,-1.506970827,,-1.988427977
Rare,,-0.126945039,1.438109449,-2.028188543
Rare,,-0.126945039,-0.835427935,-2.068046378
Rare,,-0.126945039,,-2.068046378
Rare,,-0.126945039,-1.090412932,-2.068046378
Rare,,-0.126945039,-1.79061913,-2.068046378
Rare,,-0.126945039,-0.986678681,-2.068046378
Rare,,-0.126945039,-1.168213585,-2.068046378
Rare,,-0.126945039,-0.121497469,-2.068046378
Rare,,-0.057573308,-0.999645462,-2.068046378
Rare,,0.407154213,0.128464523,-2.068046378
Rare,,0.063154668,-0.545808112,-2.068046378
Rare,,-0.126945039,-1.414582468,-2.068046378
Rare,,-0.126945039,-1.469118408,-2.068046378
Rare,,-1.110712497,-1.635017096,-2.068046378
Rare,,-0.126945039,-0.001203291,-2.068046378
Rare,,-0.126945039,-1.635017096,-2.068046378
Rare,,-0.126945039,-1.76663058,-2.068046378
Rare,,-0.126945039,-0.857010866,-2.068046378
Rare,,-0.126945039,-0.761042699,-2.068046378
Rare,,-0.126945039,-0.863494257,-2.068046378
Rare,,-0.126945039,-0.050492027,-2.068046378
Rare,,-1.621515833,0.971305317,-2.163255271
Rare,,0.331658182,-0.493940986,-2.832716998
Rare,,0.5196188,-1.116223849,-3.005060873
Rare,,0.791316215,0.569335092,-2.947685769
Rare,,1.365886999,-0.055177329,-2.947685769
Rare,,-1.024039935,-1.288545353,-2.327937309
Rare,,-0.438000473,1.414769847,-2.382155873
Rare,,-1.552891308,-0.805142981,-2.420793778
Rare,,-0.700934189,-1.595597948,-2.420793778
Rare,,-0.700934189,,-2.420793778
Rare,,-0.731916435,1.904917743,-2.432031872
Rare,,-2.00805068,1.412175894,-2.460481749
Rare,,1.098644983,-1.684497155,-2.480962486
Rare,,1.098644983,-1.160057659,-2.480962486
Rare,,1.098644983,-1.323814998,-2.480962486
Rare,,0.374666094,0.379880153,-2.525291541
Rare,,0.484054043,0.701755522,-2.525291541
Rare,,-0.64693098,1.282508072,-2.525291541
Rare,,-0.083903957,0.958338539,-2.551665255
Rare,,-0.905675,-0.027136846,-2.557661119
Rare,,-1.483587101,1.08800635,-2.632981441
Rare,,0.87148821,-0.130871106,-2.754990785
Rare,,-1.707402768,3.163125727,-2.792484088
Rare,,-1.523662124,-0.455040642,-2.856879173
Rare,,-1.523662124,-1.153574268,-2.856879173
Rare,,-3.153912164,0.954496435,-5.406660843
Rare,,-0.091131164,-0.70789288,
Rare,,-0.144336686,-0.611695698,
Rare,,0.178564979,1.480309365,
Rare,,-1.493652225,-1.635017096,
Rare,,-0.144336686,-0.986678681,
Rare,,-0.438000473,-0.338184662,
Rare,,-0.207910021,-1.635017096,
Rare,,0.296154842,0.300538865,
Rare,,,,
Rare,,-1.026982814,-1.764685567,
Rare,,,,
Rare,,,,
Rare,,-0.610573066,-1.139685593,
Rare,,,,
Rare,,,,
Rare,,-0.207910021,1.295474853,
Rare,,-0.564570363,-0.99140929,
Rare,,,,
Rare,,,,
Rare,,-0.037136028,-1.46904295,
Rare,,,,
Rare,,,,
Rare,,-0.091131164,-0.909931671,
Rare,,,,
Rare,,,,
Rare,,0.163295735,0.180331649,
Rare,,,,
Rare,,,,
Rare,,,,
Rare,,,,
Rare,,1.939050563,0.050909133,
Rare,,,,
Rare,,-1.947887305,-1.504668172,
Rare,,,,
Rare,,-0.22086587,-1.03854564,
Rare,,,,
Rare,,,,
Rare,,,,
Rare,,,,
Rare,,,,
Rare,,,,
Rare,,,,
Rare,,-1.053562702,,
Rare,,,,
Rare,,,,
Rare,,0.208717133,-0.909931671,
Rare,,-0.738645975,-0.401522877,
Rare,,-0.90639574,1.333065601,
Rare,,,-0.650589003,
Rare,,0.301923106,,
Rare,,-1.947887305,0.300538865,
Rare,,0.145009733,2.60511981,
Rare,,-1.106106866,0.958338539,
Rare,,-0.610573066,-1.764685567,
Rare,,0.178644536,0.206265544,
Rare,,-0.091131164,-0.011829095,
Rare,,0.178644536,-0.462123977,
Rare,,0.777953304,-0.857010866,
Rare,,1.800156205,0.593161296,
Rare,,-0.70207921,-0.921844311,
Rare,,,0.711969689,
Rare,,-0.837888898,-0.757212228,
Rare,,0.01631717,-0.745145612,
Rare,,-0.237567441,,
Rare,,-0.207910021,0.958338539,
Rare,,-1.026982814,-1.8940125,
Rare,,0.463943263,-0.099370201,
Rare,,1.085290695,-0.039828366,
Rare,,-0.837888898,-1.959187288,
Rare,,-0.70761307,-1.297881435,
Rare,,-1.947887305,-0.986678681,
Rare,,-1.053562702,-0.909931671,
Rare,,-0.091131164,,
Rare,,0.572449046,-0.613515107,
Rare,,0.191821039,-1.68442119,
Rare,,0.764715344,,
Rare,,-0.11569923,0.309999464,
Rare,,-0.237567441,2.255016721,
Rare,,0.318583266,0.958338539,
Rare,,-0.70761307,-0.027136846,
lover,,0.584507812,-0.104937543,1.114880299
lover,,-0.037136028,0.309999464,0.612908764
lover,,-0.197482058,0.048556535,0.577408142
lover,,0.484054043,1.188579564,0.5625176
lover,,0.978385246,1.399209105,0.479039764
lover,,-1.431016841,-0.921844311,-2.015536238
lover,,-0.741988918,-0.604466948,-2.383127386
lover,,-0.837888898,-0.934811555,
lover,,-0.206390228,0.841637503,1.309615204
lover,,0.512394511,-0.121497469,0.381269998
lover,,0.838082887,0.208923094,1.762117328
lover,,1.456083905,1.610086426,1.383992698
lover,,1.397090159,0.050909133,1.36439624
lover,,0.584507812,-0.130871106,1.114880299
lover,,-0.060445288,3.291119402,1.02644315
lover,,1.833563165,-0.597675237,0.291735105
lover,,0.252932971,-1.771168958,-0.05568421
lover,,0.31951786,-0.519874548,-2.947685769
lover,,-1.024039935,-1.627237675,-2.327937309
lover,,-1.22299103,1.610086426,-2.525291541
lover,,-1.026982814,-1.155156971,
insensitive,,-1.726332418,0.599122324,1.200146753
insensitive,,0.497348586,-0.314999402,-0.06159825
insensitive,,-0.421290237,0.169958663,0.6133419
insensitive,,0.474701209,0.044180444,-0.093429175
insensitive,,0.755905791,0.569335092,-0.407821747
insensitive,,-0.201579527,0.958338539,-0.793841521
insensitive,,-0.237567441,-0.468007406,-2.046191171
insensitive,,0.81469916,0.21279745,0.243361151
insensitive,,0.484054043,0.050909133,-0.749275139
insensitive,,-0.762032112,0.348899808,-2.632981441
insensitive,,0.484054043,0.309999464,1.477126042
insensitive,,0.31951786,-0.039828366,0.333999077
insensitive,,0.484054043,0.180331649,0.665983585
insensitive,,-0.491448991,-0.117904248,0.549408408
insensitive,,-0.037136028,0.958338539,0.613200819
insensitive,,-0.551570679,-0.338184662,0.609537964
insensitive,,0.21735818,0.673069344,0.599472725
insensitive,,-0.082060307,0.463496848,0.43342438
insensitive,,0.831406101,-0.664831663,-0.000631903
insensitive,,0.383770486,0.284065901,-0.127256291
insensitive,,-0.788105828,0.009772738,-0.348793871
insensitive,,-0.150264853,-1.010960673,-0.533230491
insensitive,,-0.527081334,0.300538865,-1.116900469
insensitive,,0.484054043,-0.039828366,-1.616999148
insensitive,,-1.523662124,-0.597675237,-2.856879173
Rare,3.216771738,0.898582569,-1.168213585,-0.056245558
lover,2.599270105,-0.413503234,0.439884451,-0.68066642
lover,2.216775026,-2.620481268,-0.545808112,-1.29707694
Rare,2.194211004,0.116527906,0.309999464,0.66434384
sensitive,2.146645363,1.145416512,0.050909133,0.041107923
Rare,2.139993786,0.076442973,-0.656025031,-0.402749386
insensitive,2.132898126,-1.686486534,1.081935852,-0.592486622
Rare,2.100874241,2.217428281,-1.310770012,-0.712045938
insensitive,2.08721787,-1.612913426,1.610086426,0.948280257
insensitive,2.072729294,-3.256071879,-0.648916976,-1.886689606
insensitive,2.069651221,0.273532919,0.463496848,-0.294671005
Rare,2.069579941,,,
Rare,2.041105929,-1.002550441,-0.72721909,-0.485837546
Rare,2.017625093,-2.687884682,,-1.548588518
Rare,2.003236421,-0.122898878,1.891979417,0.948340668
lover,1.974331709,-0.531535379,0.242185316,-0.592581117
Rare,1.967014292,-1.533695086,-0.908877992,-1.381982089
Rare,1.965141795,0.145009733,1.996021933,
sensitive,1.93399992,-1.026982814,0.180331649,-0.856797601
Rare,1.898934641,1.008450037,-0.571741671,0.065211489
lover,1.898059738,0.365954312,0.651569758,0.377330092
insensitive,1.881081008,0.115450999,0.050909133,-0.466218867
insensitive,1.878730128,-1.252462517,1.610086426,0.458231088
insensitive,1.841358254,1.265671028,0.22830874,-1.958485237
insensitive,1.813929758,0.343684099,0.105439799,-0.098019993
Rare,1.798305203,1.052631119,-0.986678681,2.169573259
Rare,1.798040852,-0.820940904,0.361866589,-0.000559323
Rare,1.753316956,-1.745616708,2.385056367,0.34286178
Rare,1.74056675,1.903000246,0.699002907,0.264844855
Rare,1.71727666,-0.118062435,-0.986678681,0.403484889
Rare,1.708996289,0.354163796,-0.741890352,0.357076232
Rare,1.702893611,-1.110712497,-1.414582468,-0.087080091
insensitive,1.69491419,0.869420662,1.353631543,-0.350789745
lover,1.685109096,0.736424641,0.309999464,1.5181516
insensitive,1.680739033,-1.13349931,-0.338184662,-0.802668606
lover,1.6781174,1.536887315,-0.571741671,-0.295152456
sensitive,1.674650716,-1.533695086,-0.527411566,-1.882774441
lover,1.658497466,0.484054043,0.893504628,0.198042103
lover,1.650256419,0.236787063,1.610086426,-0.68066642
sensitive,1.648315756,0.484054043,-0.303778911,-1.582529801
Rare,1.64622179,-1.226214269,2.255016721,-0.151639481
Rare,1.639517729,-1.533695086,-1.647984528,-2.792484088
Rare,1.639108107,0.196700674,0.234338294,0.263766139
lover,1.638266612,0.294900069,-0.72721909,-0.007185162
insensitive,1.632607396,-0.736355781,-0.716969627,-1.385926981
Rare,1.62124359,3.574848145,-0.72721909,0.633910618
lover,1.561153659,-2.041456003,1.610086426,0.087824487
Rare,1.552746166,-1.906897361,3.552159663,-1.38388631
Rare,1.546800899,-1.827716734,0.141431305,0.679273821
Rare,1.543245363,0.484054043,-0.433775076,0.41870101
Rare,1.539656888,0.484054043,0.115497742,1.217076151
Rare,1.53500807,-0.460270687,1.541895708,0.013004642
sensitive,1.521226293,-0.055063386,0.054560115,-0.011226015
Rare,1.5205601,-0.950100414,-1.03854564,-0.310425516
Rare,1.518278086,1.766750882,0.958338539,2.106274612
Rare,1.517579411,-0.598346026,-1.504668172,-1.292977395
sensitive,1.503981096,1.272829315,1.253981152,-0.827827961
Rare,1.495107458,-1.431016841,-1.168461579,-2.015536238
lover,1.484968644,1.74975379,-0.459530585,-0.283837557
lover,1.478515848,1.198860689,-0.650589003,0.003324022
Rare,1.468767872,-2.544206124,0.504502172,-1.116600486
Rare,1.46425211,-1.024289124,2.249181628,-0.667518197
insensitive,1.447194891,-0.538344397,0.050909133,-1.693217559
insensitive,1.417917305,-0.205954291,0.569335092,-0.782557506
Rare,1.399055018,-1.533695086,-0.934811555,-1.381982089
lover,1.384593737,-0.96803117,1.04910601,-1.1437516
sensitive,1.383655159,0.083122574,-0.758463327,-0.062969086
insensitive,1.383597666,1.799024612,0.958338539,-0.317487109
lover,1.370609088,0.393525115,-0.745145612,-0.089180566
insensitive,1.358855933,-0.955993781,0.945371754,0.653313638
Rare,1.35769744,-0.126945039,-1.660900903,-2.068046378
Rare,1.357344739,-0.950100414,-0.326423642,-1.295094941
insensitive,1.348964691,2.217428281,-1.116223849,-0.712045938
Rare,1.346940801,0.834101275,-0.805142981,-0.364099935
insensitive,1.346840332,0.867988602,0.309999464,-1.465660313
insensitive,1.337657417,-1.940705503,0.204157853,-1.333769367
insensitive,1.220507058,-0.70207921,0.699586412,-1.438455865
lover,1.213858752,0.038410831,0.504502172,0.139335714
sensitive,1.201227687,-1.0352319,0.001390068,0.535849129
insensitive,1.197651321,-1.740572473,-0.338184662,0.075870228
Rare,1.190759998,1.218107613,2.385056367,1.655633543
sensitive,1.188934958,-1.700114335,0.651569758,1.19306726
sensitive,1.186381603,0.374666094,0.309999464,0.645798033
Rare,1.185605874,0.463943263,1.610086426,1.007686543
sensitive,1.183178041,-0.511492185,0.139875291,-1.52825105
Rare,1.17456999,-1.831251283,1.188579564,0.388048795
Rare,1.172823891,1.499508293,2.255016721,0.458443631
sensitive,1.170199069,-0.126945039,0.463496848,-2.068046378
lover,1.170199069,0.557539566,-0.929495172,0.112555722
sensitive,1.167798724,-0.037136028,-0.338184662,0.61735162
Rare,1.155052207,0.374666094,-0.416140297,-0.653241958
sensitive,1.152962029,0.211354921,-0.694919558,-1.484945069
insensitive,1.143565719,-0.153593167,0.309999464,0.419537658
lover,1.138035717,-1.791678828,0.958338539,-0.515250465
sensitive,1.115741961,1.233114924,-0.604466948,-0.402749386
sensitive,1.115293862,-1.192960786,0.439018939,-0.435058785
